ID,Age,Tenure_Months,Education,Marital_Status,Children,Income,Total_Spends,Total_Num_Purchases,Customer_Since,Total_Campaigns,Recency,Wine,Fruits,Meat_Prod,Fish_Prod,Sweet_Prod,Gold_Prod,Deal_Purchase,Web_Purchase,Catalog_Purchase,Store_Purchase,Web_Visits_Month,Response,Complain,Country,Customer_Type,Spending_Type,Age_Segment,web_engagement
1561925,58,141,PhD,Divorced,1.0,67222.4,847.0,22.0,2014-06-14,1.0,99,450,0,201,30,150,16,3,14,2,3,4,0,0,Germany,Family Customer,High spender,50s,medium
4315406,47,163,PhD,Single,1.0,33101.6,69.0,14.0,2012-07-30,0.0,96,0,0,12,47,0,10,2,4,3,5,5,0,0,Saudi Arabia,Family Customer,low spender,40s,medium
1188427,64,156,2n Cycle,Together,1.0,30115.2,4.0,5.0,2013-02-17,0.0,33,0,0,0,0,1,3,2,0,0,3,8,0,0,USA,Family Customer,low spender,60s,high
16611994,49,162,Basic,Together,0.0,68558.7,764.0,14.0,2012-09-15,0.0,97,646,13,40,27,4,34,3,3,4,4,7,0,0,Spain,Other,High spender,40s,medium
15600210,68,157,Graduation,YOLO,1.0,43322.0,197.0,11.0,2013-02-11,0.0,8,129,0,61,7,0,0,5,3,1,2,7,0,0,Saudi Arabia,Family Customer,low spender,60s,medium
9217879,42,147,Basic,Together,2.0,48102.1,1015.0,10.0,2013-11-26,0.0,24,0,0,1000,15,0,0,2,3,0,5,4,1,0,Canada,Family Customer,very high spender,40s,medium
5548069,87,158,Graduation,Together,2.0,54478.7,416.0,15.0,2012-12-30,1.0,43,117,2,153,81,1,62,2,4,2,7,8,1,0,India,Family Customer,High spender,80s,high
10722119,52,158,Graduation,Together,0.0,69522.7,482.0,20.0,2013-01-13,0.0,22,16,0,337,1,4,124,1,9,1,9,4,0,0,Australia,Other,High spender,50s,medium
465682,64,141,Master,Divorced,1.0,68154.6,690.0,14.0,2014-05-18,1.0,39,7,0,672,11,0,0,5,2,0,7,6,0,0,Canada,Family Customer,High spender,60s,medium
13362504,64,149,Graduation,Together,1.0,31083.4,1350.0,16.0,2013-10-03,0.0,99,173,0,889,122,59,107,3,3,5,5,9,0,0,Canada,Family Customer,very high spender,60s,high
13446733,60,150,Graduation,Married,1.0,56697.3,203.0,8.0,2013-08-28,0.0,4,8,2,159,0,0,34,1,2,0,5,7,0,0,USA,Family Customer,low spender,60s,medium
12372705,33,148,2n Cycle,Together,2.0,68060.9,105.0,12.0,2013-10-29,1.0,33,0,0,32,12,23,38,3,4,0,5,2,0,0,Canada,Family Customer,low spender,30s,low
2947984,42,160,Graduation,Together,1.0,82714.3,76.0,11.0,2012-11-14,0.0,99,32,0,42,0,0,2,1,2,0,8,4,0,0,Canada,Family Customer,low spender,40s,medium
7235628,57,162,Master,Single,2.0,74642.8,802.0,12.0,2012-08-23,0.0,99,304,10,366,29,20,73,0,4,1,7,7,0,0,Australia,Family Customer,High spender,50s,medium
6472173,33,150,Graduation,Together,1.0,111193.5,1539.0,23.0,2013-09-08,1.0,25,874,92,408,37,8,120,1,12,0,10,5,1,0,Saudi Arabia,Family Customer,very high spender,30s,medium
2636844,45,143,PhD,Absurd,0.0,57970.4,1009.0,20.0,2014-04-17,2.0,72,772,0,191,5,22,19,3,9,3,5,6,0,0,Spain,Other,very high spender,40s,medium
10790404,71,150,Basic,Together,1.0,16146.5,47.0,11.0,2013-09-08,0.0,79,0,4,35,6,2,0,2,3,2,4,5,0,0,USA,Family Customer,low spender,70s,medium
1380235,40,143,Graduation,Together,0.0,76093.9,232.0,10.0,2014-04-17,0.0,22,138,13,61,10,7,3,1,6,0,3,5,0,0,Saudi Arabia,Other,low spender,40s,medium
659644,54,151,2n Cycle,Together,0.0,55219.4,374.0,8.0,2013-08-13,0.0,99,108,7,41,181,37,0,2,1,1,4,7,1,0,Canada,Other,High spender,50s,medium
7286051,47,146,Graduation,Widow,0.0,110772.2,1383.0,15.0,2013-12-21,0.0,15,497,0,612,131,105,38,1,6,2,6,4,1,0,Saudi Arabia,Other,very high spender,40s,medium
3971170,61,146,Master,Married,1.0,91565.9,120.0,17.0,2013-12-20,0.0,4,45,13,43,10,5,4,3,6,4,4,0,0,0,Australia,Family Customer,low spender,60s,low
4433515,55,159,Master,Married,1.0,13220.8,232.0,8.0,2012-12-07,0.0,99,52,0,172,7,0,1,1,2,1,4,7,0,0,Spain,Family Customer,low spender,50s,medium
5908945,40,155,Graduation,Single,1.0,59432.6,1411.0,13.0,2013-04-08,1.0,72,386,0,881,53,74,17,7,1,2,3,4,0,0,India,Family Customer,very high spender,40s,medium
10295469,45,145,PhD,Single,0.0,1769.6,19.0,9.0,2014-02-15,0.0,48,0,0,19,0,0,0,3,2,0,4,6,0,0,Germany,Other,low spender,40s,medium
5565178,62,158,Graduation,Together,0.0,90116.6,1457.0,21.0,2012-12-25,0.0,72,725,0,484,24,171,53,1,9,5,6,6,0,0,Canada,Other,very high spender,60s,medium
5526242,52,151,Graduation,Together,0.0,101718.8,1764.0,18.0,2013-07-22,0.0,39,1095,4,221,259,44,141,1,6,2,9,3,1,0,Australia,Other,very high spender,50s,low
7949674,38,156,2n Cycle,Married,1.0,11887.7,35.0,7.0,2013-02-24,0.0,99,0,0,34,1,0,0,1,3,1,2,8,0,0,Saudi Arabia,Family Customer,low spender,30s,high
6685153,53,140,Basic,Single,2.0,21123.3,90.0,9.0,2014-06-29,0.0,48,50,0,40,0,0,0,4,2,3,0,6,0,0,Canada,Family Customer,low spender,50s,medium
5364730,72,154,PhD,Divorced,0.0,61298.4,1123.0,12.0,2013-04-27,0.0,79,317,7,676,42,54,27,1,4,2,5,1,1,0,Spain,Other,very high spender,70s,low
449901,41,160,Master,Together,1.0,39721.3,31.0,14.0,2012-11-02,1.0,60,0,0,21,10,0,0,4,7,0,3,7,0,0,Spain,Family Customer,low spender,40s,medium
451043,45,160,PhD,Married,2.0,73515.6,63.0,14.0,2012-11-11,0.0,48,1,0,34,3,4,21,5,2,4,3,3,1,0,Mexico,Family Customer,low spender,40s,low
2273452,57,160,Graduation,Divorced,1.0,105849.7,243.0,19.0,2012-10-27,0.0,24,102,56,54,8,2,21,2,6,4,7,7,0,0,Saudi Arabia,Family Customer,low spender,50s,medium
6740711,42,145,Graduation,Together,0.0,31615.1,80.0,6.0,2014-01-25,0.0,99,0,0,45,0,0,35,3,2,1,0,6,0,0,Spain,Other,low spender,40s,medium
6853311,34,150,PhD,Single,1.0,53809.7,660.0,12.0,2013-08-25,0.0,48,430,0,201,5,3,21,2,3,3,4,5,0,0,India,Family Customer,High spender,30s,medium
6219103,49,158,Master,Single,0.0,81006.5,1457.0,19.0,2012-12-22,1.0,99,167,33,1046,145,0,66,1,9,2,7,5,0,0,Australia,Other,very high spender,40s,medium
3218478,74,145,Graduation,Together,1.0,82684.2,1020.0,21.0,2014-01-29,0.0,50,1199,51,1277,146,226,47,1,5,7,8,1,1,0,Germany,Family Customer,very high spender,70s,low
9075988,47,143,Graduation,Single,0.0,68806.0,69.0,10.0,2014-04-05,0.0,99,10,0,33,9,0,17,3,5,2,0,0,0,0,Australia,Other,low spender,40s,low
1484934,68,140,2n Cycle,Single,1.0,61652.0,1304.0,11.0,2014-06-29,2.0,11,0,9,1208,11,0,76,1,2,5,3,7,0,0,Germany,Family Customer,very high spender,60s,medium
12446768,50,146,PhD,Divorced,1.0,39197.4,868.0,22.0,2014-01-03,0.0,48,349,0,511,0,0,8,1,6,12,3,6,0,0,Spain,Family Customer,High spender,50s,medium
10009416,55,140,PhD,Divorced,0.0,5606.0,209.0,17.0,2014-06-29,1.0,23,0,51,105,0,0,53,1,9,1,6,5,0,0,Germany,Other,low spender,50s,medium
11368217,53,140,Basic,Single,0.0,15593.7,77.0,11.0,2014-06-29,0.0,68,0,0,53,11,9,4,3,1,3,4,7,0,0,Germany,Other,low spender,50s,medium
13328737,42,163,Master,Single,2.0,14314.7,23.0,14.0,2012-07-30,0.0,99,0,0,16,6,0,1,3,7,0,4,6,0,0,Australia,Family Customer,low spender,40s,medium
2121945,81,152,PhD,Divorced,0.0,8945.1,825.0,11.0,2013-07-01,0.0,26,21,0,706,80,7,11,3,3,0,5,6,0,0,Canada,Other,High spender,80s,medium
1578089,68,147,PhD,Single,0.0,63825.2,1341.0,19.0,2013-11-25,1.0,10,43,5,1164,101,17,11,1,4,6,8,1,0,0,Germany,Other,very high spender,60s,low
5636426,44,153,Graduation,Widow,1.0,49631.6,36.0,13.0,2013-06-15,0.0,65,0,0,25,11,0,0,2,0,7,4,4,0,0,Canada,Family Customer,low spender,40s,medium
1769936,49,141,2n Cycle,Together,2.0,24857.3,835.0,14.0,2014-05-24,0.0,35,600,0,21,83,5,126,1,9,0,4,5,0,0,Canada,Family Customer,High spender,40s,medium
6442365,31,151,Basic,Married,1.0,12594.3,0.0,5.0,2013-07-24,0.0,62,0,0,0,0,0,0,1,1,0,3,5,0,0,Canada,Family Customer,low spender,30s,medium
7744066,49,144,Graduation,Single,0.0,83895.9,1854.0,19.0,2014-03-17,1.0,57,423,75,1273,24,0,59,1,7,2,9,6,0,0,Spain,Other,very high spender,40s,medium
1985606,35,146,PhD,Married,0.0,98460.5,2299.0,22.0,2013-12-30,1.0,99,1042,7,1128,24,96,2,1,12,7,2,2,0,0,Saudi Arabia,Other,very high spender,30s,low
16411173,53,148,Graduation,Absurd,1.0,1730.0,146.0,7.0,2013-11-01,0.0,98,0,0,15,110,0,21,3,2,1,1,3,0,0,Saudi Arabia,Family Customer,low spender,50s,low
2495383,57,140,Graduation,Together,1.0,90043.5,237.0,17.0,2014-06-29,1.0,88,0,0,194,15,0,28,1,3,1,12,1,0,0,Canada,Family Customer,low spender,50s,low
12177627,62,149,2n Cycle,Married,1.0,1730.0,114.0,9.0,2013-10-04,0.0,99,62,0,50,1,1,0,2,2,0,5,4,0,0,Canada,Family Customer,low spender,60s,medium
2321268,64,144,PhD,Married,1.0,100002.2,1490.0,10.0,2014-03-16,0.0,87,286,6,791,259,34,114,1,2,1,6,6,1,0,Spain,Family Customer,very high spender,60s,medium
11835595,57,142,Graduation,Widow,1.0,102671.2,1065.0,23.0,2014-04-25,1.0,59,778,57,153,6,15,56,3,14,3,3,2,0,0,Saudi Arabia,Family Customer,very high spender,50s,low
9662549,60,153,Master,Together,1.0,64092.7,308.0,13.0,2013-05-24,1.0,50,58,17,69,136,2,26,4,4,3,2,4,0,0,Spain,Family Customer,low spender,60s,medium
7820109,42,158,Master,Single,0.0,96043.3,1523.0,23.0,2012-12-27,2.0,0,1021,129,184,105,50,34,3,5,9,6,4,0,0,Canada,Other,very high spender,40s,medium
15472208,62,161,Graduation,Married,1.0,4219.9,70.0,5.0,2012-10-16,0.0,38,0,0,43,12,7,8,1,1,2,1,2,0,0,Spain,Family Customer,low spender,60s,low
16024161,47,155,PhD,Single,0.0,64534.5,1707.0,24.0,2013-04-12,1.0,52,761,43,427,259,71,146,1,8,4,11,3,0,0,Spain,Other,very high spender,40s,low
14038706,62,161,Graduation,Married,0.0,50185.7,2282.0,15.0,2012-10-12,0.0,99,691,59,1199,129,73,131,2,8,2,3,4,1,0,Australia,Other,very high spender,60s,medium
9631269,43,154,PhD,Together,1.0,1730.0,2.0,5.0,2013-04-18,0.0,92,0,0,0,2,0,0,2,0,0,3,8,0,0,USA,Family Customer,low spender,40s,high
1206292,46,158,Master,Widow,1.0,39428.6,305.0,11.0,2012-12-29,0.0,89,0,0,61,44,0,200,1,1,0,9,6,0,0,India,Family Customer,low spender,40s,medium
10550102,70,158,Graduation,Together,0.0,89102.6,1637.0,18.0,2012-12-30,1.0,71,1098,101,345,16,67,10,1,8,1,8,5,1,0,Spain,Other,very high spender,70s,medium
12447914,56,143,PhD,Single,0.0,94091.6,113.0,3.0,2014-03-25,0.0,43,14,0,65,16,18,0,0,2,1,0,8,0,0,Canada,Other,low spender,50s,high
7528954,39,143,PhD,Single,1.0,3221.4,23.0,7.0,2014-03-29,0.0,99,0,0,23,0,0,0,1,2,1,3,8,0,0,Saudi Arabia,Family Customer,low spender,30s,high
14138139,32,158,Graduation,Married,1.0,57509.2,1972.0,17.0,2012-12-21,0.0,31,1151,16,576,20,0,209,4,4,0,9,0,1,0,Spain,Family Customer,very high spender,30s,low
1616660,46,142,Master,Together,0.0,39584.8,1303.0,12.0,2014-04-30,0.0,73,249,32,653,258,77,34,3,5,4,0,5,1,0,India,Other,very high spender,40s,medium
15627600,74,151,Master,Together,2.0,77707.3,357.0,17.0,2013-07-29,1.0,12,94,15,43,151,0,54,3,5,8,1,5,0,0,Spain,Family Customer,High spender,70s,medium
395110,43,155,PhD,Together,1.0,87134.1,738.0,21.0,2013-04-10,0.0,75,228,0,163,199,12,136,3,11,1,6,8,0,0,Germany,Family Customer,High spender,40s,high
4138473,55,141,Graduation,Married,0.0,79110.2,692.0,18.0,2014-05-28,0.0,83,307,8,317,6,12,42,3,6,0,9,3,0,0,Germany,Other,High spender,50s,low
5160033,70,140,Graduation,Divorced,1.0,20480.8,1233.0,18.0,2014-06-24,0.0,98,885,0,264,13,0,71,2,3,8,5,4,1,0,Spain,Family Customer,very high spender,70s,medium
14149555,30,142,Master,Married,1.0,35055.5,1251.0,14.0,2014-04-24,0.0,78,1060,24,58,81,2,26,1,5,2,6,7,0,0,Saudi Arabia,Family Customer,very high spender,30s,medium
12717003,52,145,Graduation,Divorced,1.0,42682.5,1183.0,17.0,2014-01-28,0.0,52,165,0,865,132,1,20,3,2,5,7,8,1,0,Canada,Family Customer,very high spender,50s,high
5076640,61,159,Master,Married,0.0,112853.6,1576.0,16.0,2012-12-04,0.0,83,776,45,587,63,57,48,1,6,2,7,2,1,0,USA,Other,very high spender,60s,low
3140621,52,143,Graduation,Single,1.0,39400.7,443.0,17.0,2014-04-17,0.0,90,212,8,209,2,0,12,2,5,4,6,7,1,0,Spain,Family Customer,High spender,50s,medium
16271672,57,159,Graduation,Together,1.0,32998.2,80.0,19.0,2012-11-16,0.0,97,0,5,60,9,0,6,1,10,0,8,3,0,0,Canada,Family Customer,low spender,50s,low
1803379,61,149,Graduation,Divorced,1.0,91337.8,886.0,9.0,2013-10-14,0.0,91,424,20,305,137,0,0,3,3,1,2,3,0,0,Spain,Family Customer,High spender,60s,low
9244660,52,156,PhD,Single,2.0,7109.4,61.0,7.0,2013-02-16,0.0,73,0,0,61,0,0,0,4,3,0,0,8,1,0,Canada,Family Customer,low spender,50s,high
6291662,61,148,Master,Single,1.0,105307.6,1084.0,15.0,2013-11-15,0.0,99,721,0,196,33,131,3,1,3,5,6,3,0,0,Spain,Family Customer,very high spender,60s,low
10564878,51,161,PhD,Married,1.0,51464.9,153.0,12.0,2012-09-25,0.0,96,0,0,46,54,25,28,3,3,1,5,8,0,0,Saudi Arabia,Family Customer,low spender,50s,high
3270010,57,159,Graduation,Married,1.0,35254.6,186.0,6.0,2012-12-01,1.0,99,63,0,51,9,56,7,1,3,1,1,7,1,0,Germany,Family Customer,low spender,50s,medium
476621,55,145,Master,Married,2.0,1730.0,36.0,5.0,2014-02-04,0.0,29,0,0,32,4,0,0,3,2,0,0,5,0,0,Spain,Family Customer,low spender,50s,medium
181351,61,150,Graduation,Together,0.0,95508.0,1632.0,16.0,2013-09-02,0.0,99,1082,38,238,108,40,126,1,4,0,11,3,1,0,USA,Other,very high spender,60s,low
7123966,38,155,Graduation,Together,2.0,51204.7,64.0,10.0,2013-04-06,0.0,81,14,4,2,6,0,38,3,4,0,3,6,0,0,Canada,Family Customer,low spender,30s,medium
8492192,47,147,Graduation,Married,0.0,60626.0,587.0,14.0,2013-11-27,0.0,11,26,78,374,106,3,0,3,6,0,5,5,0,1,Spain,Other,High spender,40s,medium
12985301,40,141,Graduation,Divorced,0.0,83931.9,1510.0,14.0,2014-06-06,0.0,83,483,158,790,27,21,31,1,6,0,7,7,0,0,Mexico,Other,very high spender,40s,medium
14488332,76,155,PhD,Divorced,1.0,79525.2,800.0,15.0,2013-04-13,0.0,99,473,0,187,51,0,89,6,1,0,8,7,0,0,Saudi Arabia,Family Customer,High spender,70s,medium
1783914,47,140,PhD,Together,0.0,65340.8,582.0,12.0,2014-06-29,0.0,99,320,1,213,20,25,3,1,2,2,7,7,0,0,USA,Other,High spender,40s,medium
1051295,62,140,Graduation,Single,0.0,98451.3,1071.0,19.0,2014-06-29,0.0,20,497,73,207,259,23,12,1,10,2,6,8,0,0,Australia,Other,very high spender,60s,high
1805121,53,146,2n Cycle,Together,2.0,16557.2,179.0,9.0,2014-01-07,0.0,57,98,0,47,11,23,0,1,2,0,6,6,0,0,Canada,Family Customer,low spender,50s,medium
4913685,47,163,PhD,Together,0.0,109033.8,2013.0,22.0,2012-07-30,0.0,37,1129,23,765,40,12,44,5,9,1,7,8,0,0,Saudi Arabia,Other,very high spender,40s,high
1890275,35,153,2n Cycle,Together,2.0,7834.0,23.0,3.0,2013-06-11,0.0,99,0,0,17,6,0,0,0,1,0,2,7,0,0,Australia,Family Customer,low spender,30s,medium
3476208,46,142,PhD,Divorced,0.0,42010.8,529.0,17.0,2014-04-27,0.0,64,215,2,292,5,0,15,4,3,1,9,8,1,0,India,Other,High spender,40s,high
5618589,45,149,PhD,Married,2.0,1730.0,30.0,5.0,2013-09-30,0.0,87,0,0,30,0,0,0,2,0,0,3,7,0,0,Saudi Arabia,Family Customer,low spender,40s,medium
5170387,41,156,PhD,Together,1.0,75943.1,388.0,12.0,2013-03-06,1.0,7,59,0,310,0,0,19,3,4,1,4,6,0,0,Saudi Arabia,Family Customer,High spender,40s,medium
7918359,48,141,PhD,Married,0.0,92032.7,577.0,11.0,2014-05-21,0.0,37,404,0,48,15,26,84,1,2,6,2,6,0,0,Spain,Other,High spender,40s,medium
4813640,32,146,PhD,Together,1.0,1730.0,40.0,17.0,2014-01-10,0.0,80,0,6,29,0,0,5,3,12,1,1,3,0,0,Saudi Arabia,Family Customer,low spender,30s,low
12185746,64,154,Graduation,Together,2.0,48802.1,443.0,13.0,2013-04-21,0.0,99,227,5,35,106,5,65,4,2,2,5,4,0,0,Canada,Family Customer,High spender,60s,medium
1592762,43,140,Graduation,Married,1.0,33875.6,292.0,6.0,2014-06-29,0.0,92,238,1,49,0,4,0,1,2,0,3,1,0,0,Canada,Family Customer,low spender,40s,low
8412790,49,150,Basic,Divorced,1.0,20145.4,42.0,5.0,2013-08-17,0.0,70,0,0,36,0,2,4,1,1,0,3,8,0,0,USA,Family Customer,low spender,40s,high
3505930,65,158,PhD,Single,2.0,96044.8,144.0,13.0,2012-12-19,0.0,99,25,0,42,39,4,34,2,2,1,8,7,0,0,Spain,Family Customer,low spender,60s,medium
15763716,71,141,Graduation,Together,2.0,31044.1,141.0,13.0,2014-05-23,0.0,83,0,25,100,2,1,13,1,6,1,5,8,1,0,Germany,Family Customer,low spender,70s,high
795461,70,157,Graduation,Together,1.0,65637.5,874.0,12.0,2013-02-12,0.0,56,673,0,127,38,6,30,1,6,2,3,5,0,0,Canada,Family Customer,High spender,70s,medium
12273412,46,144,Master,Single,0.0,66024.0,1967.0,10.0,2014-03-03,1.0,99,815,67,878,150,7,50,4,1,0,5,5,0,0,USA,Other,very high spender,40s,medium
10493101,65,163,Graduation,Single,0.0,50032.7,1844.0,17.0,2012-08-08,0.0,99,1122,0,658,45,6,13,3,4,4,6,5,0,0,Australia,Other,very high spender,60s,medium
4168431,54,143,Graduation,Single,0.0,112637.7,871.0,18.0,2014-04-13,0.0,85,53,5,725,39,3,46,3,7,4,4,7,0,0,Spain,Other,High spender,50s,medium
5644629,62,140,PhD,Single,0.0,26996.4,1001.0,9.0,2014-06-29,0.0,79,0,3,808,0,98,92,4,0,5,0,4,0,0,Germany,Other,very high spender,60s,medium
5293771,67,157,Master,Together,1.0,78860.7,1793.0,18.0,2013-02-04,0.0,91,303,39,1256,125,0,70,3,5,4,6,7,0,0,Spain,Family Customer,very high spender,60s,medium
629998,57,161,Master,Alone,0.0,79985.8,1020.0,14.0,2012-09-17,2.0,25,1493,100,661,259,7,22,0,7,1,6,8,0,0,Spain,Other,very high spender,50s,high
5884340,57,162,Graduation,Together,0.0,54206.6,876.0,9.0,2012-08-26,0.0,99,591,0,135,119,8,23,0,1,0,8,2,0,0,Spain,Other,High spender,50s,low
3290830,55,153,PhD,Divorced,0.0,83614.3,128.0,17.0,2013-06-14,1.0,65,0,1,59,36,17,15,2,4,4,7,6,0,0,Australia,Other,low spender,50s,medium
3755770,59,163,Master,Single,0.0,87955.7,1020.0,18.0,2012-07-30,1.0,53,1306,44,1017,42,18,42,3,5,1,9,4,0,0,USA,Other,very high spender,50s,medium
15849180,31,141,2n Cycle,Married,1.0,22509.1,58.0,8.0,2014-06-14,0.0,91,47,0,5,0,6,0,2,2,1,3,5,0,0,Canada,Family Customer,low spender,30s,medium
4828335,38,163,Master,Divorced,0.0,109016.2,602.0,16.0,2012-08-13,0.0,50,195,14,194,141,21,37,3,1,2,10,3,1,0,Spain,Other,High spender,30s,low
6916780,30,144,2n Cycle,Married,2.0,20735.0,33.0,5.0,2014-02-25,0.0,99,0,0,30,0,0,3,1,2,0,2,7,0,0,Saudi Arabia,Family Customer,low spender,30s,medium
14710532,59,144,PhD,Divorced,1.0,14447.4,276.0,20.0,2014-02-18,0.0,25,0,186,45,17,1,27,2,2,5,11,4,0,0,Saudi Arabia,Family Customer,low spender,50s,medium
12836523,55,149,PhD,Together,0.0,87277.7,500.0,26.0,2013-09-17,0.0,5,419,13,60,8,0,0,4,5,5,12,7,0,0,Australia,Other,High spender,50s,medium
11689940,54,147,Graduation,Married,1.0,7233.5,70.0,7.0,2013-12-10,0.0,93,0,0,60,0,0,10,2,3,0,2,8,0,0,Spain,Family Customer,low spender,50s,high
3352606,57,145,Graduation,Single,0.0,69800.1,2395.0,15.0,2014-02-04,0.0,65,1270,11,1074,7,11,22,1,7,2,5,5,0,0,Spain,Other,very high spender,50s,medium
7085419,66,140,Master,Divorced,0.0,107895.8,1020.0,23.0,2014-06-22,2.0,23,1205,177,809,50,60,139,2,9,7,5,1,1,0,Spain,Other,very high spender,60s,low
7284555,79,140,Master,Divorced,0.0,105257.2,1020.0,21.0,2014-06-29,0.0,38,1205,31,1053,96,99,30,0,4,6,11,4,0,0,Germany,Other,very high spender,70s,medium
10736748,49,158,Master,Married,2.0,44961.9,183.0,14.0,2012-12-30,0.0,69,28,0,47,10,97,1,2,7,2,3,5,0,0,Spain,Family Customer,low spender,40s,medium
3826143,50,161,Master,Together,1.0,31529.5,1662.0,12.0,2012-10-02,0.0,92,1306,0,319,10,25,2,3,2,3,4,6,0,0,Australia,Family Customer,very high spender,50s,medium
8739096,77,152,Graduation,Together,0.0,46429.4,560.0,15.0,2013-06-22,0.0,95,252,76,165,20,7,40,4,7,3,1,0,0,0,Germany,Other,High spender,70s,low
10902362,30,142,Graduation,Together,1.0,1730.0,55.0,9.0,2014-04-18,0.0,68,0,0,54,1,0,0,1,2,2,4,7,0,0,Canada,Family Customer,low spender,30s,medium
16645044,54,147,PhD,Single,1.0,1730.0,52.0,4.0,2013-11-29,0.0,87,0,0,52,0,0,0,1,0,0,3,7,0,0,Saudi Arabia,Family Customer,low spender,50s,medium
14910270,52,154,Master,Together,1.0,39119.8,144.0,21.0,2013-05-15,0.0,67,18,0,122,1,3,0,3,12,0,6,8,0,0,Spain,Family Customer,low spender,50s,high
10214926,63,142,Basic,Together,2.0,11554.1,53.0,4.0,2014-05-10,0.0,99,0,3,44,0,6,0,1,0,0,3,6,0,0,Spain,Family Customer,low spender,60s,medium
5348007,41,144,2n Cycle,Together,0.0,36567.9,255.0,10.0,2014-02-19,1.0,56,182,0,65,6,0,2,2,3,1,4,6,0,0,Germany,Other,low spender,40s,medium
4844246,59,155,Graduation,YOLO,2.0,99614.7,256.0,15.0,2013-03-25,0.0,63,64,2,66,102,3,19,4,5,1,5,8,0,0,Germany,Family Customer,low spender,50s,high
4209003,48,143,Basic,Married,1.0,16905.8,322.0,18.0,2014-04-14,0.0,81,224,0,36,7,54,1,1,7,6,4,6,0,0,India,Family Customer,low spender,40s,medium
16159754,40,149,PhD,Divorced,0.0,108885.0,309.0,11.0,2013-10-01,0.0,83,237,9,18,13,1,31,1,4,2,4,4,0,0,USA,Other,low spender,40s,medium
1243246,47,162,Basic,Single,2.0,32843.6,164.0,13.0,2012-08-25,0.0,85,109,10,36,8,1,0,3,2,2,6,6,0,0,Mexico,Family Customer,low spender,40s,medium
4407197,48,155,Master,Married,1.0,35962.7,95.0,8.0,2013-03-25,0.0,91,0,3,29,0,0,63,3,2,0,3,8,0,0,Spain,Family Customer,low spender,40s,high
2308380,54,156,Graduation,Together,0.0,87912.4,1569.0,9.0,2013-02-25,0.0,99,296,28,1141,38,19,47,1,1,1,6,3,0,0,Germany,Other,very high spender,50s,low
3502362,56,144,Graduation,Together,1.0,31107.5,54.0,7.0,2014-02-16,0.0,95,0,0,53,0,1,0,4,3,0,0,7,0,0,Spain,Family Customer,low spender,50s,medium
7905511,35,140,Graduation,Married,2.0,8994.8,50.0,16.0,2014-06-27,0.0,21,7,0,42,0,1,0,1,11,0,4,5,0,0,Spain,Family Customer,low spender,30s,medium
10812601,38,154,Graduation,Together,1.0,72033.1,232.0,18.0,2013-05-04,0.0,56,205,0,20,5,0,2,3,9,1,5,5,0,0,Spain,Family Customer,low spender,30s,medium
8732940,44,153,PhD,Divorced,1.0,13001.4,621.0,13.0,2013-05-26,0.0,65,128,1,361,12,119,0,2,3,4,4,5,0,0,Saudi Arabia,Family Customer,High spender,40s,medium
16763099,55,150,PhD,Single,0.0,91703.4,524.0,18.0,2013-08-22,0.0,99,263,0,42,5,2,212,1,3,6,8,4,0,0,Spain,Other,High spender,50s,medium
4216472,62,152,Basic,Married,1.0,7761.6,66.0,11.0,2013-06-22,0.0,99,0,0,54,12,0,0,3,4,4,0,6,0,0,Canada,Family Customer,low spender,60s,medium
13582207,52,144,Graduation,Together,1.0,82671.5,1351.0,18.0,2014-02-16,1.0,91,772,11,394,121,41,12,3,3,3,9,2,0,0,Saudi Arabia,Family Customer,very high spender,50s,low
14776313,65,152,Master,Together,0.0,77763.5,439.0,15.0,2013-06-23,0.0,89,262,0,80,69,14,14,2,3,6,4,1,0,0,Spain,Other,High spender,60s,low
13705737,40,141,PhD,Married,1.0,35830.2,112.0,8.0,2014-05-23,0.0,99,40,0,65,6,0,1,2,3,0,3,5,0,0,Spain,Family Customer,low spender,40s,medium
12128787,42,160,Graduation,Single,0.0,104286.0,1770.0,16.0,2012-11-12,0.0,83,713,0,856,17,23,161,1,9,1,5,3,0,0,Australia,Other,very high spender,40s,low
13024714,68,153,Graduation,Single,1.0,80175.6,863.0,7.0,2013-06-13,1.0,86,37,31,689,12,0,94,2,3,2,0,8,0,0,Spain,Family Customer,High spender,60s,high
3146257,30,160,2n Cycle,Married,0.0,24497.8,115.0,16.0,2012-10-21,0.0,67,44,0,37,9,1,24,2,2,1,11,8,1,0,Spain,Other,low spender,30s,high
2745654,75,159,Graduation,Divorced,0.0,77125.2,1914.0,28.0,2012-11-21,0.0,81,1167,22,576,83,0,66,1,13,4,10,8,0,0,India,Other,very high spender,70s,high
15286245,30,150,PhD,Married,1.0,1730.0,39.0,9.0,2013-09-10,0.0,96,0,0,39,0,0,0,4,2,0,3,8,0,0,Spain,Family Customer,low spender,30s,high
449115,84,155,Graduation,Single,2.0,90124.0,1218.0,11.0,2013-04-09,0.0,20,368,17,628,120,71,14,1,5,0,5,7,1,0,Germany,Family Customer,very high spender,80s,medium
14705162,78,140,Graduation,Together,0.0,91913.7,1015.0,14.0,2014-06-29,1.0,99,523,0,238,254,0,0,3,3,4,4,8,0,0,Canada,Other,very high spender,70s,high
